audio,duration
SSB00730446,0:00:05.619138
SSB02000103,0:00:05.619048
SSB00110468,0:00:05.619048
SSB16500277,0:00:05.619048
SSB18630067,0:00:05.619048
SSB13410217,0:00:05.619002
SSB13410362,0:00:05.619002
SSB07580326,0:00:05.618957
SSB12390481,0:00:05.618912
SSB03800084,0:00:05.618730
SSB00570229,0:00:05.618050
SSB16500001,0:00:05.617959
SSB05990209,0:00:05.617914
SSB05990475,0:00:05.617098
SSB07000276,0:00:05.616961
SSB05990371,0:00:05.616961
SSB13200497,0:00:05.616100
SSB03420401,0:00:05.616009
SSB03410155,0:00:05.616009
SSB02870079,0:00:05.615283
SSB03820138,0:00:05.615147
SSB16860221,0:00:05.615011
SSB08870050,0:00:05.615011
SSB11360094,0:00:05.614286
SSB19390175,0:00:05.614014
SSB13400090,0:00:05.614014
SSB19350214,0:00:05.613968
SSB19390304,0:00:05.613061
SSB03420026,0:00:05.613061
SSB16840144,0:00:05.613061
SSB07860277,0:00:05.612971
SSB07860423,0:00:05.612971
SSB16840415,0:00:05.612063
SSB08870147,0:00:05.612018
SSB11360307,0:00:05.611837
SSB03850047,0:00:05.610975
SSB12530269,0:00:05.610975
SSB02730337,0:00:05.610975
SSB00730016,0:00:05.610975
SSB07580403,0:00:05.610839
SSB05350025,0:00:05.610340
SSB04150437,0:00:05.610113
SSB12530036,0:00:05.610113
SSB01490071,0:00:05.610113
SSB13400040,0:00:05.610023
SSB02410204,0:00:05.610023
SSB00800002,0:00:05.610023
SSB13660282,0:00:05.609977
SSB07480179,0:00:05.609977
SSB12190268,0:00:05.609977
SSB02990318,0:00:05.609932
SSB05700189,0:00:05.609887
SSB05350349,0:00:05.609887
SSB05940435,0:00:05.609161
SSB18310137,0:00:05.609161
SSB03090270,0:00:05.609161
SSB03090338,0:00:05.609025
SSB16500198,0:00:05.609025
SSB11350223,0:00:05.608889
SSB03090367,0:00:05.608889
SSB03090099,0:00:05.608027
SSB19390279,0:00:05.608027
SSB16500341,0:00:05.607982
SSB16500315,0:00:05.607937
SSB17820029,0:00:05.607166
SSB09350293,0:00:05.607075
SSB13410102,0:00:05.607029
SSB02880206,0:00:05.606939
SSB10550442,0:00:05.606939
SSB07940158,0:00:05.606939
SSB19390071,0:00:05.606939
SSB18320203,0:00:05.606939
SSB07100069,0:00:05.606757
SSB17110362,0:00:05.606032
SSB04270239,0:00:05.606032
SSB03950063,0:00:05.605986
SSB00570296,0:00:05.605986
SSB00570186,0:00:05.605986
SSB18370341,0:00:05.605941
SSB07230457,0:00:05.605941
SSB16860112,0:00:05.605941
SSB13990207,0:00:05.605079
SSB03540115,0:00:05.605079
SSB18370012,0:00:05.604989
SSB04270486,0:00:05.604989
SSB09130313,0:00:05.604989
SSB06660158,0:00:05.604989
SSB17110314,0:00:05.604036
SSB08870259,0:00:05.604036
SSB03750420,0:00:05.604036
SSB06090399,0:00:05.604036
SSB19180370,0:00:05.603991
SSB13650278,0:00:05.603991
SSB16250206,0:00:05.603175
SSB04820217,0:00:05.603039
SSB08870199,0:00:05.603039
SSB03850420,0:00:05.602086
SSB09350063,0:00:05.602041
SSB04820056,0:00:05.602041
SSB18370181,0:00:05.601995
SSB00730208,0:00:05.601814
SSB05020025,0:00:05.601088
SSB06930482,0:00:05.600998
SSB07510239,0:00:05.600998
SSB18320392,0:00:05.600952
SSB02460467,0:00:05.600816
SSB13200424,0:00:05.600454
SSB14310374,0:00:05.600136
SSB13280188,0:00:05.600136
SSB14480021,0:00:05.600091
SSB10240061,0:00:05.600091
SSB04350100,0:00:05.600045
SSB05900099,0:00:05.600000
SSB14080350,0:00:05.600000
SSB02610409,0:00:05.600000
SSB05390248,0:00:05.600000
SSB17810253,0:00:05.600000
SSB03410377,0:00:05.600000
SSB07940103,0:00:05.600000
SSB09660416,0:00:05.600000
SSB11250332,0:00:05.600000
SSB06010228,0:00:05.600000
SSB05340389,0:00:05.600000
SSB11870325,0:00:05.600000
SSB11100010,0:00:05.600000
SSB03420489,0:00:05.600000
SSB11970199,0:00:05.600000
SSB06290357,0:00:05.600000
SSB05390410,0:00:05.600000
SSB04700320,0:00:05.599955
SSB05900424,0:00:05.599864
SSB17280377,0:00:05.599864
SSB15630227,0:00:05.599637
SSB03820001,0:00:05.599365
SSB13660022,0:00:05.599138
SSB12530037,0:00:05.598912
SSB06090079,0:00:05.598141
SSB03230401,0:00:05.598050
SSB16700155,0:00:05.598050
SSB13400407,0:00:05.598050
SSB06710051,0:00:05.598005
SSB06290421,0:00:05.597914
SSB07110229,0:00:05.597415
SSB14020511,0:00:05.597234
SSB13650011,0:00:05.596916
SSB16700087,0:00:05.596190
SSB16700109,0:00:05.596009
SSB08870440,0:00:05.596009
SSB03850423,0:00:05.596009
SSB07800138,0:00:05.595964
SSB11260276,0:00:05.595964
SSB12030162,0:00:05.595964
SSB11610302,0:00:05.595964
SSB16700243,0:00:05.595964
SSB07860328,0:00:05.595964
SSB03850174,0:00:05.595011
SSB07200050,0:00:05.594966
SSB01220456,0:00:05.594966
SSB06930467,0:00:05.594966
SSB16860092,0:00:05.594240
SSB00730204,0:00:05.594014
SSB00730245,0:00:05.594014
SSB10550446,0:00:05.593333
SSB07780250,0:00:05.593243
SSB02460065,0:00:05.593016
SSB00380427,0:00:05.593016
SSB08870060,0:00:05.593016
SSB06290390,0:00:05.592971
SSB07840220,0:00:05.592653
SSB02460124,0:00:05.592063
SSB06070170,0:00:05.592063
SSB13770165,0:00:05.592063
SSB14570451,0:00:05.592063
SSB06320435,0:00:05.591973
SSB08170406,0:00:05.591565
SSB08170345,0:00:05.591565
SSB11100279,0:00:05.591429
SSB03950256,0:00:05.591066
SSB11080398,0:00:05.591066
SSB01330365,0:00:05.591066
SSB07800400,0:00:05.590975
SSB09190454,0:00:05.590930
SSB07800098,0:00:05.590839
SSB14020036,0:00:05.590658
SSB08220319,0:00:05.590023
SSB02730445,0:00:05.589977
SSB02730317,0:00:05.589977
SSB02730362,0:00:05.589977
SSB02000032,0:00:05.589025
SSB03420090,0:00:05.588980
SSB07490364,0:00:05.588345
SSB03090118,0:00:05.588118
SSB03940280,0:00:05.588073
SSB12030090,0:00:05.588027
SSB12530225,0:00:05.588027
SSB15670345,0:00:05.587891
SSB12530364,0:00:05.587891
SSB14480267,0:00:05.587891
SSB17110381,0:00:05.587166
SSB02870369,0:00:05.587166
SSB04260117,0:00:05.587075
SSB03090194,0:00:05.587029
SSB07860431,0:00:05.587029
SSB16840120,0:00:05.587029
SSB17110161,0:00:05.587029
SSB01220175,0:00:05.586984
SSB01490375,0:00:05.586984
SSB09190434,0:00:05.586939
SSB03090123,0:00:05.586939
SSB13660234,0:00:05.586939
SSB18320206,0:00:05.586077
SSB00730395,0:00:05.585941
SSB18320017,0:00:05.585941
SSB12180219,0:00:05.585941
SSB06320459,0:00:05.585941
SSB06090139,0:00:05.585941
SSB18320194,0:00:05.585941
SSB09130140,0:00:05.585125
SSB01330388,0:00:05.585079
SSB16700348,0:00:05.585079
SSB13650090,0:00:05.585034
SSB07200217,0:00:05.585034
SSB16840454,0:00:05.584989
SSB11260211,0:00:05.584989
SSB01490279,0:00:05.584943
SSB10240360,0:00:05.584263
SSB13650197,0:00:05.584263
SSB00050352,0:00:05.583991
SSB17390452,0:00:05.583991
SSB06930024,0:00:05.583991
SSB11260416,0:00:05.583991
SSB09970112,0:00:05.583628
SSB05780502,0:00:05.583447
SSB00050434,0:00:05.583039
SSB18370375,0:00:05.583039
SSB13830229,0:00:05.583039
SSB00050301,0:00:05.582993
SSB00570380,0:00:05.582948
SSB05340174,0:00:05.582585
SSB19560233,0:00:05.582041
SSB05990129,0:00:05.582041
SSB05990135,0:00:05.582041
SSB11080041,0:00:05.582041
SSB10240255,0:00:05.582041
SSB05990097,0:00:05.582041
SSB05990389,0:00:05.581905
SSB00160108,0:00:05.581315
SSB03850354,0:00:05.580998
SSB18630460,0:00:05.580816
SSB08710190,0:00:05.580091
SSB00800440,0:00:05.580091
SSB18720328,0:00:05.580091
SSB06060310,0:00:05.580091
SSB06060305,0:00:05.580091
SSB06060266,0:00:05.580091
SSB18720012,0:00:05.580091
SSB02990154,0:00:05.580045
SSB12190504,0:00:05.580045
SSB01390211,0:00:05.580000
SSB05350209,0:00:05.579955
SSB11360014,0:00:05.579592
SSB06660455,0:00:05.579093
SSB08710444,0:00:05.579093
SSB07800380,0:00:05.579002
SSB07100038,0:00:05.579002
SSB01220024,0:00:05.579002
SSB11610277,0:00:05.579002
SSB06310001,0:00:05.579002
SSB15850112,0:00:05.579002
SSB16840026,0:00:05.578866
SSB09870256,0:00:05.578639
SSB04270407,0:00:05.578005
SSB05700476,0:00:05.577868
SSB05350061,0:00:05.577642
SSB03540244,0:00:05.577596
SSB12180048,0:00:05.577188
SSB09350279,0:00:05.577052
SSB05940330,0:00:05.577052
SSB06290231,0:00:05.577052
SSB06320354,0:00:05.577052
SSB12180204,0:00:05.576916
SSB05940070,0:00:05.576916
SSB05940261,0:00:05.576190
SSB15550197,0:00:05.576054
SSB11080298,0:00:05.576054
SSB04820260,0:00:05.576009
SSB17110338,0:00:05.575964
SSB04270327,0:00:05.575193
SSB06710388,0:00:05.575057
SSB01970091,0:00:05.574966
SSB04350395,0:00:05.574966
SSB11350461,0:00:05.574059
SSB01450350,0:00:05.574014
SSB11080276,0:00:05.574014
SSB04260257,0:00:05.573968
SSB07800174,0:00:05.573968
SSB13770170,0:00:05.573016
SSB10240008,0:00:05.573016
SSB13400345,0:00:05.573016
SSB01330319,0:00:05.573016
SSB05990348,0:00:05.573016
SSB16700065,0:00:05.573016
SSB19350314,0:00:05.573016
SSB11150161,0:00:05.572789
SSB11310492,0:00:05.572789
SSB19020124,0:00:05.572789
SSB07170400,0:00:05.572789
SSB07170461,0:00:05.572789
SSB11150293,0:00:05.572789
SSB19020038,0:00:05.572789
SSB03660233,0:00:05.572789
SSB18460385,0:00:05.572789
SSB07160329,0:00:05.572789
SSB04340402,0:00:05.572789
SSB19020002,0:00:05.572789
SSB07360460,0:00:05.572789
SSB07020430,0:00:05.572789
SSB13410471,0:00:05.572063
SSB07510235,0:00:05.572018
SSB18630446,0:00:05.572018
SSB18320397,0:00:05.572018
SSB19560096,0:00:05.572018
SSB05700140,0:00:05.571973
SSB11360181,0:00:05.571429
SSB13850169,0:00:05.571383
SSB00570109,0:00:05.571066
SSB03230186,0:00:05.571020
SSB13650413,0:00:05.570975
SSB07580129,0:00:05.570975
SSB18100448,0:00:05.570113
SSB13220430,0:00:05.570068
SSB18280260,0:00:05.570068
SSB01490466,0:00:05.570068
SSB07940266,0:00:05.570068
SSB12040188,0:00:05.570068
SSB09660080,0:00:05.570068
SSB02610282,0:00:05.570068
SSB07940120,0:00:05.570068
SSB17590229,0:00:05.570023
SSB11250385,0:00:05.570023
SSB07370209,0:00:05.570023
SSB07490450,0:00:05.570023
SSB17810287,0:00:05.570023
SSB07840458,0:00:05.570023
SSB07490153,0:00:05.570023
SSB00570381,0:00:05.570023
SSB15930347,0:00:05.570023
SSB05390061,0:00:05.569977
SSB14570268,0:00:05.569977
SSB00160504,0:00:05.569977
SSB00090194,0:00:05.569977
SSB00160377,0:00:05.569977
SSB13020030,0:00:05.569977
SSB05900493,0:00:05.569977
SSB03230236,0:00:05.569932
SSB11100206,0:00:05.569887
SSB14570046,0:00:05.569841
SSB11970222,0:00:05.569841
SSB03420141,0:00:05.569116
SSB13280172,0:00:05.569116
SSB12180443,0:00:05.569116
SSB02730087,0:00:05.568980
SSB04260168,0:00:05.568980
SSB19560042,0:00:05.568118
SSB05440049,0:00:05.568027
SSB12210275,0:00:05.568027
SSB12210219,0:00:05.568027
SSB07800410,0:00:05.568027
SSB03420160,0:00:05.567982
SSB01450365,0:00:05.567982
SSB19560217,0:00:05.567891
SSB17390214,0:00:05.567029
SSB13920423,0:00:05.567029
SSB05440317,0:00:05.567029
SSB04820397,0:00:05.566893
SSB14480431,0:00:05.566168
SSB07480008,0:00:05.566168
SSB11080462,0:00:05.566077
SSB14480120,0:00:05.565986
SSB00050070,0:00:05.565986
SSB19390450,0:00:05.565941
SSB09130389,0:00:05.565941
SSB16700296,0:00:05.564943
SSB06660259,0:00:05.564399
SSB07000200,0:00:05.564082
SSB16700112,0:00:05.564082
SSB06290195,0:00:05.563991
SSB03230069,0:00:05.563991
SSB08170071,0:00:05.563220
SSB06070307,0:00:05.563129
SSB07580046,0:00:05.563039
SSB07510470,0:00:05.562993
SSB00050155,0:00:05.562993
SSB02870155,0:00:05.562630
SSB18320163,0:00:05.562041
SSB11260304,0:00:05.562041
SSB18320173,0:00:05.562041
SSB06290267,0:00:05.562041
SSB12030300,0:00:05.561905
SSB03820165,0:00:05.561678
SSB00380042,0:00:05.561043
SSB12030482,0:00:05.561043
SSB05940371,0:00:05.561043
SSB11610084,0:00:05.560998
SSB12180149,0:00:05.560907
SSB04700214,0:00:05.560499
SSB00730377,0:00:05.560091
SSB15550128,0:00:05.560045
SSB15850485,0:00:05.560000
SSB13410152,0:00:05.559955
SSB11360016,0:00:05.559864
SSB09190251,0:00:05.559048
SSB04820275,0:00:05.559048
SSB07860430,0:00:05.559048
SSB00570050,0:00:05.558957
SSB06090333,0:00:05.558866
SSB02880221,0:00:05.558866
SSB13280485,0:00:05.558821
SSB00570183,0:00:05.558005
SSB02730275,0:00:05.558005
SSB16700033,0:00:05.558005
SSB02730105,0:00:05.558005
SSB00800480,0:00:05.557143
SSB17110232,0:00:05.557007
SSB07000108,0:00:05.557007
SSB18280043,0:00:05.557007
SSB19560078,0:00:05.556054
SSB18320133,0:00:05.555918
SSB01330182,0:00:05.555918
SSB16860259,0:00:05.555057
SSB03950365,0:00:05.555011
SSB16840241,0:00:05.555011
SSB16700114,0:00:05.554966
SSB16700247,0:00:05.554921
SSB10640116,0:00:05.554331
SSB00050111,0:00:05.554104
SSB08220033,0:00:05.553968
SSB16500134,0:00:05.553968
SSB00050267,0:00:05.553968
SSB03950453,0:00:05.553968
SSB00090411,0:00:05.553923
SSB13770154,0:00:05.553107
SSB12030009,0:00:05.553061
SSB01330384,0:00:05.553061
SSB02410140,0:00:05.553016
SSB00050323,0:00:05.553016
SSB08870436,0:00:05.552971
SSB11610437,0:00:05.552971
SSB18310326,0:00:05.552971
SSB03150297,0:00:05.552971
SSB19560337,0:00:05.552971
SSB19390419,0:00:05.552018
SSB03850067,0:00:05.552018
SSB15550221,0:00:05.552018
SSB15670315,0:00:05.552018
SSB07860404,0:00:05.552018
SSB13650243,0:00:05.551066
SSB04150339,0:00:05.551020
SSB03850117,0:00:05.551020
SSB04150067,0:00:05.551020
SSB16250250,0:00:05.550068
SSB06060242,0:00:05.550068
SSB18720108,0:00:05.550068
SSB10960054,0:00:05.550068
SSB10960058,0:00:05.550023
SSB04700344,0:00:05.549932
SSB00330455,0:00:05.549932
SSB06060289,0:00:05.549932
SSB18100079,0:00:05.549887
SSB11350076,0:00:05.549841
SSB03790108,0:00:05.549841
SSB03420452,0:00:05.549070
SSB03420216,0:00:05.549025
SSB18280457,0:00:05.549025
SSB17390079,0:00:05.548980
SSB03070314,0:00:05.548209
SSB07480187,0:00:05.548118
SSB09350181,0:00:05.548118
SSB05440179,0:00:05.548027
SSB13280487,0:00:05.547982
SSB03230135,0:00:05.547982
SSB16070313,0:00:05.547846
SSB00380047,0:00:05.546984
SSB18320105,0:00:05.546168
SSB10240248,0:00:05.546168
SSB06320383,0:00:05.546032
SSB05990407,0:00:05.545986
SSB05990459,0:00:05.545896
SSB07000439,0:00:05.545896
SSB19350209,0:00:05.545896
SSB16250123,0:00:05.545442
SSB07510051,0:00:05.544989
SSB09350115,0:00:05.544943
SSB06320019,0:00:05.544943
SSB06660309,0:00:05.544580
SSB03150406,0:00:05.543991
SSB00730243,0:00:05.543946
SSB07860371,0:00:05.543946
SSB18630158,0:00:05.543946
SSB01970436,0:00:05.543946
SSB12180347,0:00:05.543946
SSB07510416,0:00:05.543946
SSB07780137,0:00:05.543583
SSB13200493,0:00:05.543447
SSB00050338,0:00:05.543220
SSB03540147,0:00:05.543220
SSB13400103,0:00:05.543220
SSB15550113,0:00:05.543084
SSB13660185,0:00:05.543039
SSB14480320,0:00:05.542993
SSB14480457,0:00:05.542993
SSB12530476,0:00:05.542993
SSB02990335,0:00:05.542494
SSB16990040,0:00:05.541995
SSB04150215,0:00:05.541995
SSB13920314,0:00:05.541995
SSB19560128,0:00:05.541043
SSB07230168,0:00:05.541043
SSB16840037,0:00:05.540998
SSB06660500,0:00:05.540272
SSB06010438,0:00:05.540045
SSB13200254,0:00:05.540045
SSB10550271,0:00:05.540045
SSB18060278,0:00:05.540045
SSB07940344,0:00:05.540045
SSB12040061,0:00:05.540045
SSB00120142,0:00:05.540045
SSB04270313,0:00:05.540045
SSB05880034,0:00:05.540045
SSB04350357,0:00:05.540045
SSB04270070,0:00:05.540045
SSB11000152,0:00:05.540045
SSB05390207,0:00:05.540045
SSB18780452,0:00:05.540045
SSB13820112,0:00:05.540045
SSB05700461,0:00:05.540045
SSB03410474,0:00:05.540045
SSB16070003,0:00:05.540045
SSB06680181,0:00:05.540045
SSB03410003,0:00:05.540045
SSB17820429,0:00:05.540045
SSB17280037,0:00:05.540000
SSB11100357,0:00:05.540000
SSB07600086,0:00:05.540000
SSB06010109,0:00:05.539955
SSB16070119,0:00:05.539909
SSB02610225,0:00:05.539909
SSB10550132,0:00:05.539909
SSB16860441,0:00:05.539909
SSB06680326,0:00:05.539909
SSB18060275,0:00:05.539819
SSB10500447,0:00:05.539683
SSB15630492,0:00:05.539592
SSB03790127,0:00:05.539093
SSB11350161,0:00:05.539048
SSB07580170,0:00:05.539002
SSB03420143,0:00:05.538957
SSB02670092,0:00:05.538277
SSB05940317,0:00:05.538095
SSB13280158,0:00:05.538050
SSB11080220,0:00:05.538050
SSB12390065,0:00:05.538005
SSB13280478,0:00:05.537959
SSB10560423,0:00:05.537778
SSB09870020,0:00:05.537596
SSB14570104,0:00:05.537143
SSB09190172,0:00:05.537143
SSB05700309,0:00:05.537007
SSB05700060,0:00:05.536871
SSB05990080,0:00:05.536871
SSB09190250,0:00:05.536871
SSB18320306,0:00:05.536145
SSB03540237,0:00:05.536145
SSB09350234,0:00:05.536009
SSB09350336,0:00:05.536009
SSB09350455,0:00:05.535918
SSB13850061,0:00:05.535283
SSB18630444,0:00:05.535057
SSB16700396,0:00:05.535057
SSB02410313,0:00:05.535011
SSB00730225,0:00:05.534921
SSB07510366,0:00:05.534921
SSB06930240,0:00:05.534921
SSB02880386,0:00:05.534921
SSB08170057,0:00:05.534422
SSB03750365,0:00:05.534059
SSB03820366,0:00:05.533832
SSB05340053,0:00:05.533333
SSB07200149,0:00:05.533243
SSB16860376,0:00:05.533107
SSB10010140,0:00:05.533107
SSB00380215,0:00:05.533107
SSB07000426,0:00:05.533061
SSB14480172,0:00:05.533016
SSB07200107,0:00:05.532971
SSB07200168,0:00:05.532971
SSB18370186,0:00:05.532018
SSB12530338,0:00:05.532018
SSB08630403,0:00:05.531973
SSB17450181,0:00:05.531020
SSB08630486,0:00:05.531020
SSB06090150,0:00:05.531020
SSB16700127,0:00:05.531020
SSB07460298,0:00:05.530884
SSB09150228,0:00:05.530068
SSB06310247,0:00:05.530023
SSB09970053,0:00:05.530023
SSB18310315,0:00:05.530023
SSB03850057,0:00:05.529070
SSB02460418,0:00:05.529070
SSB01330267,0:00:05.529070
SSB05990216,0:00:05.529025
SSB05990110,0:00:05.528073
SSB10240290,0:00:05.528073
SSB00110353,0:00:05.528073
SSB08630304,0:00:05.527846
SSB18310151,0:00:05.527846
SSB15670216,0:00:05.527120
SSB04270322,0:00:05.527120
SSB07800219,0:00:05.527029
SSB11350214,0:00:05.526984
SSB00110195,0:00:05.526984
SSB12210263,0:00:05.526984
SSB01490080,0:00:05.526848
SSB18090383,0:00:05.526349
SSB11150041,0:00:05.526349
SSB00180354,0:00:05.526349
SSB10020346,0:00:05.526349
SSB18090136,0:00:05.526349
SSB07170340,0:00:05.526349
SSB11150154,0:00:05.526349
SSB11310255,0:00:05.526349
SSB03660434,0:00:05.526349
SSB04340276,0:00:05.526349
SSB19020288,0:00:05.526349
SSB00180168,0:00:05.526349
SSB06230405,0:00:05.526349
SSB10020122,0:00:05.526349
SSB19020446,0:00:05.526349
SSB18090116,0:00:05.526349
SSB18320318,0:00:05.526122
SSB11610178,0:00:05.526122
SSB02730149,0:00:05.526122
SSB02410419,0:00:05.526122
SSB07510308,0:00:05.526032
SSB11610068,0:00:05.526032
SSB02880238,0:00:05.526032
SSB18630487,0:00:05.526032
SSB04150082,0:00:05.525896
SSB19350389,0:00:05.525170
SSB07510338,0:00:05.525170
SSB17390277,0:00:05.525170
SSB16860296,0:00:05.525170
SSB13410011,0:00:05.525034
SSB02410450,0:00:05.525034
SSB13410169,0:00:05.524943
SSB07510344,0:00:05.524898
SSB15850122,0:00:05.524082
SSB04820373,0:00:05.524036
SSB18320270,0:00:05.523946
SSB18320120,0:00:05.523946
SSB04260354,0:00:05.523084
SSB14370005,0:00:05.523084
SSB16500345,0:00:05.522993
SSB03090127,0:00:05.522948
SSB16500253,0:00:05.522948
SSB13850299,0:00:05.522494
SSB03850360,0:00:05.522132
SSB01330184,0:00:05.522132
SSB12390074,0:00:05.521995
SSB01330312,0:00:05.521995
SSB06090248,0:00:05.520998
SSB12530126,0:00:05.520998
SSB14480014,0:00:05.520998
SSB12530355,0:00:05.520998
SSB14480385,0:00:05.520998
SSB03850026,0:00:05.520998
SSB01330332,0:00:05.520998
SSB18280180,0:00:05.520998
SSB12530198,0:00:05.520998
SSB18720172,0:00:05.520045
SSB00330361,0:00:05.520045
SSB00430081,0:00:05.520045
SSB18720293,0:00:05.520045
SSB16250121,0:00:05.520045
SSB06090271,0:00:05.520045
SSB00110299,0:00:05.520045
SSB09350213,0:00:05.520045
SSB06060042,0:00:05.520045
SSB06090032,0:00:05.520045
SSB18720127,0:00:05.520045
SSB05990356,0:00:05.520045
SSB14520207,0:00:05.520045
SSB07800299,0:00:05.520045
SSB18720200,0:00:05.520000
SSB06310468,0:00:05.519773
SSB19390416,0:00:05.519048
SSB13400246,0:00:05.519048
SSB00380324,0:00:05.519048
SSB01450395,0:00:05.519048
SSB13650377,0:00:05.519002
SSB15550108,0:00:05.518957
SSB02880083,0:00:05.518821
SSB19390055,0:00:05.518095
SSB04150406,0:00:05.518050
SSB19390327,0:00:05.517959
SSB19390328,0:00:05.517959
SSB09130273,0:00:05.517959
SSB18100126,0:00:05.517732
SSB12030290,0:00:05.517052
SSB11260261,0:00:05.517052
SSB07840307,0:00:05.516871
SSB11260220,0:00:05.516825
SSB11000317,0:00:05.516508
SSB07510369,0:00:05.516145
SSB07510281,0:00:05.516145
SSB02410405,0:00:05.516009
SSB08710134,0:00:05.516009
SSB05390176,0:00:05.515283
SSB13770227,0:00:05.515011
SSB07580137,0:00:05.514966
SSB07800232,0:00:05.514966
SSB09190225,0:00:05.514921
SSB04820123,0:00:05.514921
SSB07800127,0:00:05.514921
SSB12190208,0:00:05.513152
SSB03150395,0:00:05.513016
SSB00110084,0:00:05.512971
SSB00110082,0:00:05.512971
SSB05780171,0:00:05.512290
SSB16500073,0:00:05.512063
SSB01330150,0:00:05.512018
SSB03090187,0:00:05.512018
SSB02000473,0:00:05.511973
SSB02000113,0:00:05.511973
SSB00050245,0:00:05.511973
SSB18780375,0:00:05.511474
SSB00570174,0:00:05.511020
SSB00570138,0:00:05.511020
SSB07200313,0:00:05.511020
SSB06310374,0:00:05.510975
SSB19560027,0:00:05.510975
SSB16860240,0:00:05.510975
SSB02460043,0:00:05.510975
SSB03410485,0:00:05.510023
SSB09870472,0:00:05.510023
SSB08090404,0:00:05.510023
SSB03950195,0:00:05.510023
SSB06310063,0:00:05.510023
SSB00380362,0:00:05.510023
SSB02610487,0:00:05.510023
SSB06030489,0:00:05.510023
SSB15930117,0:00:05.510023
SSB06680128,0:00:05.510023
SSB00120237,0:00:05.510023
SSB06030370,0:00:05.510023
SSB18780030,0:00:05.510023
SSB07600386,0:00:05.510023
SSB05900318,0:00:05.510023
SSB04350481,0:00:05.510023
SSB05900045,0:00:05.510023
SSB07370422,0:00:05.510023
SSB01970130,0:00:05.510023
SSB14080096,0:00:05.510023
SSB09660014,0:00:05.510023
SSB07840168,0:00:05.510023
SSB05700417,0:00:05.510023
SSB10010271,0:00:05.510023
SSB04350341,0:00:05.509977
SSB18780236,0:00:05.509977
SSB07940438,0:00:05.509751
SSB04260163,0:00:05.509070
SSB13660354,0:00:05.509070
SSB01220371,0:00:05.509070
SSB14370249,0:00:05.509070
SSB07800099,0:00:05.508934
SSB02870251,0:00:05.508798
SSB11610025,0:00:05.508073
SSB13660440,0:00:05.508073
SSB06090087,0:00:05.508027
SSB06140225,0:00:05.508027
SSB06090162,0:00:05.507937
SSB03820027,0:00:05.507166
SSB06320140,0:00:05.507120
SSB10010008,0:00:05.507120
SSB18630290,0:00:05.507075
SSB06320455,0:00:05.507029
SSB01450331,0:00:05.506984
SSB13280251,0:00:05.506984
SSB13280344,0:00:05.506984
SSB08170285,0:00:05.506485
SSB07480137,0:00:05.506077
SSB18320385,0:00:05.505986
SSB05700175,0:00:05.505986
SSB18320456,0:00:05.505896
SSB11350194,0:00:05.505034
SSB05940004,0:00:05.505034
SSB11260155,0:00:05.505034
SSB08170172,0:00:05.505034
SSB18320231,0:00:05.505034
SSB02000244,0:00:05.504989
SSB02000107,0:00:05.504989
SSB07780116,0:00:05.504399
SSB11350104,0:00:05.504036
SSB00050025,0:00:05.504036
SSB18320452,0:00:05.504036
SSB07800463,0:00:05.504036
SSB10720421,0:00:05.503311
SSB07800289,0:00:05.503084
SSB02990095,0:00:05.503039
SSB09350033,0:00:05.502993
SSB03150454,0:00:05.502948
SSB03540076,0:00:05.502812
SSB10640050,0:00:05.502222
SSB13410349,0:00:05.502086
SSB19560195,0:00:05.502086
SSB16500222,0:00:05.502086
SSB00730063,0:00:05.502041
SSB07200271,0:00:05.502041
SSB07000038,0:00:05.501950
SSB03950161,0:00:05.501950
SSB02460256,0:00:05.501950
SSB01220419,0:00:05.501134
SSB01970240,0:00:05.501088
SSB00730285,0:00:05.501043
SSB13410422,0:00:05.500998
SSB10240419,0:00:05.500998
SSB01330187,0:00:05.500998
SSB13410145,0:00:05.500998
SSB02670472,0:00:05.500136
SSB06290007,0:00:05.500000
SSB03950454,0:00:05.500000
SSB11360018,0:00:05.500000
SSB07860310,0:00:05.500000
SSB06290249,0:00:05.500000
SSB09350477,0:00:05.500000
SSB04260349,0:00:05.500000
SSB13650283,0:00:05.500000
SSB19560064,0:00:05.500000
SSB17110054,0:00:05.500000
SSB15670459,0:00:05.500000
SSB17110070,0:00:05.500000
SSB10080129,0:00:05.500000
SSB09130093,0:00:05.500000
SSB15550451,0:00:05.500000
SSB15550383,0:00:05.500000
SSB04260276,0:00:05.500000
SSB06290425,0:00:05.500000
SSB09130360,0:00:05.500000
SSB16840383,0:00:05.500000
SSB13650015,0:00:05.500000
SSB16840069,0:00:05.500000
SSB06290096,0:00:05.500000
SSB07860231,0:00:05.500000
SSB13770272,0:00:05.500000
SSB01490363,0:00:05.500000
SSB17110466,0:00:05.500000
SSB19560399,0:00:05.500000
SSB09350342,0:00:05.500000
SSB17110118,0:00:05.500000
SSB14370149,0:00:05.500000
SSB15670378,0:00:05.500000
SSB03230389,0:00:05.500000
SSB13650034,0:00:05.500000
SSB19560344,0:00:05.500000
SSB14480226,0:00:05.499048
SSB00110026,0:00:05.499048
SSB07580423,0:00:05.499048
SSB00570426,0:00:05.499048
SSB09130103,0:00:05.499048
SSB18370230,0:00:05.499048
SSB04700335,0:00:05.498866
SSB19390205,0:00:05.498776
SSB14480312,0:00:05.498050
