audio,duration
4362_15663_000018_000001,0:00:12.280000
8324_286681_000031_000000,0:00:12.280000
8465_246942_000003_000005,0:00:12.270023
696_93314_000005_000001,0:00:12.270023
8238_283452_000022_000001,0:00:12.270023
1263_138246_000006_000001,0:00:12.270023
1246_124550_000006_000000,0:00:12.270023
909_131041_000019_000004,0:00:12.260045
2843_152918_000012_000000,0:00:12.260000
2518_154825_000006_000000,0:00:12.260000
1246_124550_000020_000000,0:00:12.260000
5322_7678_000003_000002,0:00:12.260000
696_93314_000006_000006,0:00:12.260000
5322_7680_000059_000004,0:00:12.260000
7302_86815_000070_000007,0:00:12.260000
2136_5147_000021_000000,0:00:12.260000
2514_149482_000004_000005,0:00:12.260000
4195_17507_000070_000000,0:00:12.260000
8088_284756_000140_000003,0:00:12.260000
6476_57446_000012_000000,0:00:12.260000
3240_131232_000052_000000,0:00:12.259955
3240_131232_000044_000000,0:00:12.250023
5750_100289_000014_000000,0:00:12.250023
4859_26870_000017_000007,0:00:12.250023
3879_174923_000002_000004,0:00:12.250023
2002_139469_000004_000000,0:00:12.250023
6272_70168_000050_000004,0:00:12.250023
1355_39947_000019_000008,0:00:12.250023
4297_13006_000055_000000,0:00:12.240091
1088_134315_000045_000002,0:00:12.240000
5393_19218_000028_000004,0:00:12.240000
6563_285357_000012_000003,0:00:12.240000
587_54108_000008_000000,0:00:12.240000
250_142276_000003_000011,0:00:12.240000
7505_258964_000009_000003,0:00:12.240000
5778_12761_000013_000007,0:00:12.240000
8108_280359_000010_000004,0:00:12.240000
200_126784_000021_000001,0:00:12.230023
911_128684_000012_000011,0:00:12.230023
8468_286673_000002_000001,0:00:12.230023
7517_100429_000005_000001,0:00:12.230023
60_121082_000014_000000,0:00:12.230023
8226_274371_000024_000000,0:00:12.229977
2391_145015_000016_000004,0:00:12.229977
696_93314_000044_000006,0:00:12.229977
6437_66173_000054_000007,0:00:12.229977
5390_24512_000028_000001,0:00:12.220000
5163_39921_000025_000005,0:00:12.220000
2910_131096_000022_000001,0:00:12.220000
2910_131096_000020_000000,0:00:12.220000
4362_15663_000029_000002,0:00:12.220000
200_126784_000062_000001,0:00:12.220000
2836_5354_000015_000001,0:00:12.220000
8324_286683_000013_000000,0:00:12.220000
4397_15678_000009_000004,0:00:12.210068
1069_133699_000018_000002,0:00:12.210023
412_126975_000006_000000,0:00:12.210023
6415_116629_000031_000004,0:00:12.210023
40_121026_000040_000001,0:00:12.210023
5514_19192_000022_000005,0:00:12.210023
2289_152254_000030_000000,0:00:12.209977
2182_181183_000041_000000,0:00:12.200045
1183_133255_000050_000000,0:00:12.200000
6081_42010_000002_000001,0:00:12.200000
1088_129236_000026_000007,0:00:12.200000
8324_286683_000013_000003,0:00:12.200000
7402_59171_000014_000000,0:00:12.190023
8629_261139_000014_000002,0:00:12.190023
2391_145015_000038_000000,0:00:12.180045
8975_270782_000023_000011,0:00:12.180045
6019_3185_000026_000004,0:00:12.180045
6367_74004_000018_000000,0:00:12.180000
3374_298026_000005_000000,0:00:12.180000
3235_28433_000012_000002,0:00:12.180000
6415_100596_000013_000000,0:00:12.180000
8770_295462_000051_000001,0:00:12.180000
8088_284756_000198_000002,0:00:12.179955
332_128985_000026_000000,0:00:12.170068
1447_17506_000020_000002,0:00:12.170023
2514_149482_000006_000000,0:00:12.170023
32_4137_000032_000000,0:00:12.170023
125_121124_000028_000003,0:00:12.170023
3607_29116_000009_000001,0:00:12.170023
3857_182315_000036_000002,0:00:12.169977
5393_19219_000047_000073,0:00:12.160045
7402_90848_000053_000001,0:00:12.160000
298_126790_000075_000000,0:00:12.160000
1246_135815_000008_000001,0:00:12.160000
2691_156755_000016_000001,0:00:12.160000
6209_34599_000018_000000,0:00:12.160000
3440_171009_000106_000000,0:00:12.150068
6209_34601_000028_000000,0:00:12.150023
8747_293952_000002_000004,0:00:12.150023
374_180299_000020_000004,0:00:12.150023
6019_3185_000016_000001,0:00:12.140000
8051_295385_000013_000002,0:00:12.140000
8630_305212_000011_000005,0:00:12.140000
7780_274562_000002_000006,0:00:12.130023
7190_90543_000087_000008,0:00:12.130023
696_92939_000013_000003,0:00:12.130023
1553_140047_000004_000004,0:00:12.130023
7505_258964_000013_000003,0:00:12.130023
8465_246942_000004_000009,0:00:12.130023
8419_293469_000009_000004,0:00:12.130023
196_122150_000012_000000,0:00:12.130023
2196_170379_000016_000000,0:00:12.130023
6367_74004_000021_000006,0:00:12.129932
4362_15663_000031_000000,0:00:12.120000
3857_182317_000025_000003,0:00:12.120000
2952_407_000003_000001,0:00:12.120000
6064_56165_000074_000000,0:00:12.120000
3168_173565_000027_000004,0:00:12.120000
83_9960_000089_000000,0:00:12.120000
7278_246956_000013_000000,0:00:12.110113
6367_65536_000030_000000,0:00:12.110068
7505_258964_000023_000003,0:00:12.110023
40_121026_000190_000007,0:00:12.110023
7059_88364_000003_000003,0:00:12.110023
8095_274345_000030_000001,0:00:12.110023
8630_305212_000008_000000,0:00:12.110023
911_128684_000009_000000,0:00:12.110023
5561_39621_000018_000000,0:00:12.110023
4267_78186_000007_000000,0:00:12.110023
5390_24512_000046_000001,0:00:12.109977
6437_66172_000021_000003,0:00:12.100045
78_368_000011_000005,0:00:12.100045
2843_152918_000013_000001,0:00:12.100000
1502_122615_000044_000000,0:00:12.100000
3235_28433_000009_000001,0:00:12.100000
7511_102420_000009_000008,0:00:12.100000
7113_86041_000051_000001,0:00:12.100000
2843_152918_000005_000001,0:00:12.100000
4051_10927_000020_000001,0:00:12.100000
302_123504_000019_000001,0:00:12.090023
5163_18515_000034_000000,0:00:12.090023
8312_279790_000002_000006,0:00:12.090023
4788_94904_000007_000004,0:00:12.090023
909_131041_000011_000001,0:00:12.090023
3436_172162_000018_000000,0:00:12.089977
8312_279790_000035_000000,0:00:12.089977
1116_132851_000043_000001,0:00:12.089977
8312_279791_000032_000001,0:00:12.080000
6476_57446_000019_000000,0:00:12.080000
3982_178459_000056_000025,0:00:12.080000
5750_100289_000002_000000,0:00:12.080000
6437_66172_000015_000001,0:00:12.080000
8838_298545_000080_000002,0:00:12.080000
1069_133699_000066_000011,0:00:12.070068
8238_274553_000012_000006,0:00:12.070068
200_126784_000013_000000,0:00:12.070023
2518_154826_000016_000000,0:00:12.070023
7800_283493_000021_000000,0:00:12.070023
200_124139_000060_000001,0:00:12.070023
7511_102420_000012_000002,0:00:12.070023
233_155990_000028_000009,0:00:12.069841
839_130898_000054_000000,0:00:12.060045
7794_295948_000009_000003,0:00:12.060000
6531_61334_000002_000006,0:00:12.060000
7264_92314_000012_000005,0:00:12.060000
196_122152_000009_000001,0:00:12.060000
3982_182255_000015_000000,0:00:12.060000
8468_286673_000008_000001,0:00:12.060000
3879_173592_000022_000007,0:00:12.060000
1594_135914_000016_000004,0:00:12.050023
7278_246956_000007_000000,0:00:12.050023
6454_120342_000008_000002,0:00:12.050023
1363_139304_000005_000001,0:00:12.050023
2911_12359_000008_000001,0:00:12.050023
7511_102419_000009_000000,0:00:12.050023
3168_173565_000027_000005,0:00:12.050023
6836_61803_000056_000000,0:00:12.040045
6454_93938_000033_000002,0:00:12.040045
7113_86041_000056_000003,0:00:12.040045
6454_120342_000017_000001,0:00:12.040000
6081_41997_000018_000002,0:00:12.040000
5561_41616_000034_000003,0:00:12.040000
8312_279790_000022_000000,0:00:12.040000
8226_274369_000018_000004,0:00:12.030068
1334_135589_000013_000003,0:00:12.030023
6476_96661_000003_000001,0:00:12.030023
4297_13009_000004_000004,0:00:12.030023
2911_7601_000004_000010,0:00:12.030023
4267_287369_000026_000000,0:00:12.030023
8123_275193_000004_000007,0:00:12.030023
40_222_000033_000002,0:00:12.029977
4088_158079_000153_000000,0:00:12.029932
1841_159771_000069_000000,0:00:12.020045
2196_170151_000005_000003,0:00:12.020000
3830_12535_000011_000002,0:00:12.020000
1355_39947_000012_000008,0:00:12.020000
8051_295385_000010_000000,0:00:12.020000
7367_86737_000119_000008,0:00:12.020000
5514_19193_000032_000000,0:00:12.020000
1334_135589_000016_000002,0:00:12.020000
7447_91187_000011_000001,0:00:12.020000
1246_124550_000025_000002,0:00:12.010068
587_54108_000064_000001,0:00:12.010068
7505_83618_000014_000004,0:00:12.010068
8465_246943_000011_000000,0:00:12.010023
1235_135884_000005_000005,0:00:12.010023
8098_278252_000033_000001,0:00:12.010023
6836_61803_000014_000001,0:00:12.010023
374_180299_000021_000001,0:00:12
1334_135589_000053_000000,0:00:12
4195_186236_000003_000003,0:00:12
4898_28461_000017_000002,0:00:12
8098_278278_000006_000002,0:00:11.990023
7517_100437_000008_000009,0:00:11.990023
3879_174923_000002_000005,0:00:11.990023
1069_133699_000003_000002,0:00:11.990023
7447_91186_000004_000003,0:00:11.990023
2952_410_000013_000002,0:00:11.990023
7302_86814_000002_000001,0:00:11.990023
405_130894_000042_000000,0:00:11.989977
909_131045_000015_000000,0:00:11.989977
4362_15663_000028_000002,0:00:11.980091
5678_43302_000019_000000,0:00:11.980000
2002_139469_000019_000003,0:00:11.980000
5456_62014_000009_000001,0:00:11.980000
3830_12531_000041_000000,0:00:11.970068
7059_88364_000005_000003,0:00:11.970023
446_123501_000036_000000,0:00:11.969977
7505_258964_000032_000003,0:00:11.960091
5322_7680_000061_000003,0:00:11.960045
2007_132570_000038_000002,0:00:11.960045
7800_283493_000045_000000,0:00:11.960000
6880_216547_000040_000000,0:00:11.960000
1088_129236_000019_000003,0:00:11.960000
4018_107338_000013_000003,0:00:11.960000
8629_261139_000039_000003,0:00:11.960000
3240_131231_000084_000000,0:00:11.950113
5393_19219_000019_000005,0:00:11.950023
4788_94904_000006_000002,0:00:11.950023
19_227_000008_000000,0:00:11.950023
2092_145709_000003_000000,0:00:11.940000
3436_172162_000012_000004,0:00:11.940000
8419_286676_000014_000001,0:00:11.940000
412_126975_000044_000002,0:00:11.940000
4898_28461_000010_000003,0:00:11.940000
5750_100289_000013_000001,0:00:11.940000
7447_91186_000029_000000,0:00:11.930068
3440_171009_000005_000001,0:00:11.930023
1841_150351_000006_000000,0:00:11.930023
8238_274553_000012_000002,0:00:11.930023
7794_295947_000021_000001,0:00:11.930023
5867_48852_000006_000000,0:00:11.930023
6385_220959_000005_000001,0:00:11.930023
374_180299_000031_000002,0:00:11.930023
8770_295463_000010_000002,0:00:11.930023
200_124139_000007_000000,0:00:11.930023
200_124140_000036_000002,0:00:11.929977
8797_294123_000036_000000,0:00:11.920045
7067_76048_000020_000000,0:00:11.920000
7859_102519_000016_000000,0:00:11.920000
4397_15678_000012_000001,0:00:11.920000
8108_280354_000003_000003,0:00:11.920000
3982_182255_000060_000001,0:00:11.910068
6078_54013_000049_000004,0:00:11.910023
8226_274369_000017_000002,0:00:11.900045
7078_271888_000127_000000,0:00:11.900045
6181_216552_000026_000000,0:00:11.900045
2836_5355_000096_000001,0:00:11.900045
4297_13006_000014_000001,0:00:11.900000
3486_166446_000070_000000,0:00:11.900000
1963_142393_000005_000000,0:00:11.900000
7517_100442_000005_000001,0:00:11.900000
1737_146161_000009_000000,0:00:11.890023
6081_41997_000005_000002,0:00:11.890023
7302_86814_000002_000004,0:00:11.890023
26_495_000007_000006,0:00:11.880000
4830_25904_000007_000000,0:00:11.880000
7511_102420_000009_000004,0:00:11.880000
6272_70171_000005_000009,0:00:11.880000
1088_129236_000008_000015,0:00:11.880000
8095_274345_000023_000004,0:00:11.880000
8108_280354_000013_000000,0:00:11.880000
1355_39947_000017_000004,0:00:11.880000
7402_90848_000002_000002,0:00:11.880000
5750_100289_000020_000005,0:00:11.879955
4830_25904_000004_000000,0:00:11.870023
460_172359_000012_000003,0:00:11.870023
7447_91187_000016_000004,0:00:11.870023
3879_174923_000031_000007,0:00:11.870023
8630_305212_000014_000001,0:00:11.870023
8098_278252_000018_000002,0:00:11.870023
3664_178366_000019_000006,0:00:11.870023
8088_284756_000022_000003,0:00:11.870023
32_4137_000005_000000,0:00:11.870023
2136_5143_000010_000000,0:00:11.870023
5322_7679_000002_000011,0:00:11.860000
200_126784_000068_000000,0:00:11.860000
3607_29116_000055_000002,0:00:11.860000
8425_292520_000012_000000,0:00:11.860000
8051_119902_000010_000000,0:00:11.860000
40_222_000021_000000,0:00:11.860000
4297_13006_000015_000004,0:00:11.860000
6563_285357_000008_000003,0:00:11.860000
4340_15220_000004_000000,0:00:11.860000
5778_12761_000009_000001,0:00:11.860000
2952_410_000021_000003,0:00:11.850023
8465_246940_000023_000002,0:00:11.850023
8465_246942_000004_000006,0:00:11.850023
403_128339_000010_000003,0:00:11.850023
2092_145706_000023_000001,0:00:11.840045
3440_171009_000083_000007,0:00:11.840045
3526_176651_000012_000002,0:00:11.840000
2893_139310_000036_000005,0:00:11.840000
4830_25898_000019_000003,0:00:11.840000
5750_100289_000010_000000,0:00:11.840000
4160_11550_000037_000000,0:00:11.840000
3830_12531_000024_000002,0:00:11.840000
1088_129236_000014_000005,0:00:11.840000
1594_135914_000010_000000,0:00:11.840000
669_129074_000041_000000,0:00:11.840000
6531_61334_000026_000000,0:00:11.840000
6454_107462_000037_000000,0:00:11.840000
7517_100429_000006_000009,0:00:11.840000
7367_86737_000122_000006,0:00:11.829977
4362_15663_000022_000000,0:00:11.820045
4813_248641_000004_000003,0:00:11.820000
4788_94904_000005_000005,0:00:11.820000
4267_72637_000018_000001,0:00:11.820000
2092_145709_000010_000000,0:00:11.820000
887_123291_000017_000005,0:00:11.820000
7226_86964_000010_000003,0:00:11.820000
4051_11218_000009_000001,0:00:11.810023
7059_77897_000017_000002,0:00:11.810023
8747_293952_000005_000001,0:00:11.810023
1363_139304_000018_000000,0:00:11.810023
8123_275193_000012_000001,0:00:11.810023
7312_92432_000008_000006,0:00:11.810023
3235_28452_000006_000001,0:00:11.810023
5561_39621_000080_000002,0:00:11.800091
4088_158077_000110_000001,0:00:11.800045
8468_286673_000013_000001,0:00:11.800000
2416_152137_000014_000003,0:00:11.800000
8468_294887_000017_000002,0:00:11.800000
2843_152918_000009_000000,0:00:11.800000
7505_258958_000020_000001,0:00:11.800000
1502_122619_000043_000003,0:00:11.800000
2843_152918_000011_000008,0:00:11.799955
8088_284756_000199_000000,0:00:11.790068
8630_305212_000011_000003,0:00:11.790023
7794_295947_000022_000000,0:00:11.790023
5678_43302_000027_000000,0:00:11.790023
7226_86965_000019_000000,0:00:11.789977
2092_145706_000041_000001,0:00:11.780045
7078_271888_000114_000000,0:00:11.780045
8975_270782_000006_000006,0:00:11.780000
4830_25898_000015_000000,0:00:11.780000
196_122150_000007_000002,0:00:11.780000
3168_173565_000022_000001,0:00:11.780000
2002_139469_000011_000000,0:00:11.780000
2092_145706_000054_000000,0:00:11.780000
7447_91186_000035_000003,0:00:11.779955
5339_14134_000041_000011,0:00:11.770068
3235_28433_000019_000000,0:00:11.770023
7800_283493_000069_000000,0:00:11.770023
233_155990_000015_000000,0:00:11.770023
7178_34645_000018_000000,0:00:11.769977
7302_86815_000069_000000,0:00:11.769932
7067_76048_000050_000012,0:00:11.760000
3664_178366_000011_000006,0:00:11.760000
6836_61804_000019_000000,0:00:11.760000
6081_42010_000009_000000,0:00:11.760000
40_222_000023_000004,0:00:11.759955
5104_33406_000019_000004,0:00:11.750023
1088_134315_000056_000001,0:00:11.750023
8419_293469_000003_000003,0:00:11.750023
7447_91186_000009_000002,0:00:11.750023
1624_168623_000002_000000,0:00:11.750023
6415_100596_000007_000002,0:00:11.750023
4406_16882_000018_000019,0:00:11.750023
696_93314_000066_000000,0:00:11.750023
7226_86965_000016_000000,0:00:11.750023
4340_15220_000064_000000,0:00:11.750023
4297_13009_000022_000009,0:00:11.750023
460_172359_000063_000001,0:00:11.740091
1841_150351_000003_000004,0:00:11.740000
7859_102519_000024_000002,0:00:11.740000
460_172357_000008_000005,0:00:11.740000
3486_166424_000009_000000,0:00:11.740000
1355_39947_000022_000006,0:00:11.740000
1334_135589_000015_000000,0:00:11.730023
8580_287364_000002_000000,0:00:11.730023
250_140277_000005_000001,0:00:11.730023
7505_258964_000005_000004,0:00:11.730023
8630_305212_000016_000000,0:00:11.720045
6880_216547_000033_000000,0:00:11.720045
4195_17507_000032_000000,0:00:11.720000
6818_68772_000030_000001,0:00:11.720000
6454_93938_000032_000003,0:00:11.720000
7859_102518_000010_000004,0:00:11.720000
7780_274562_000004_000007,0:00:11.720000
8465_246947_000017_000002,0:00:11.720000
909_131041_000018_000000,0:00:11.720000
3664_178355_000017_000001,0:00:11.720000
250_142276_000014_000005,0:00:11.720000
196_122159_000009_000004,0:00:11.720000
250_142276_000011_000001,0:00:11.720000
446_123501_000002_000002,0:00:11.720000
2911_15045_000006_000000,0:00:11.720000
6209_34601_000045_000000,0:00:11.720000
250_142276_000016_000001,0:00:11.710113
4640_19188_000049_000000,0:00:11.710068
8838_298546_000021_000009,0:00:11.710068
7511_102419_000025_000001,0:00:11.710023
4788_91208_000012_000005,0:00:11.710023
6880_216547_000029_000000,0:00:11.710023
446_123501_000029_000001,0:00:11.710023
6848_252323_000053_000000,0:00:11.700045
8630_305212_000006_000008,0:00:11.700000
8238_274553_000008_000001,0:00:11.700000
460_172357_000012_000001,0:00:11.700000
1502_122615_000036_000004,0:00:11.700000
233_155990_000028_000008,0:00:11.700000
3664_178355_000012_000003,0:00:11.700000
2289_152253_000020_000001,0:00:11.690023
1263_138246_000013_000001,0:00:11.690023
6836_61804_000006_000002,0:00:11.690023
4397_15666_000005_000002,0:00:11.690023
8838_298545_000000_000000,0:00:11.690023
6818_68772_000028_000001,0:00:11.690023
4830_25904_000014_000001,0:00:11.690023
7517_100437_000008_000000,0:00:11.690023
669_129074_000010_000001,0:00:11.690023
669_129074_000038_000000,0:00:11.689977
229_130880_000072_000001,0:00:11.680045
4051_11218_000037_000003,0:00:11.680045
446_123502_000019_000000,0:00:11.680000
4362_15663_000019_000001,0:00:11.680000
911_128684_000007_000004,0:00:11.680000
7278_246956_000004_000000,0:00:11.680000
3830_12529_000032_000000,0:00:11.680000
4362_15663_000010_000001,0:00:11.680000
3486_166446_000033_000000,0:00:11.680000
6385_34669_000029_000007,0:00:11.680000
5778_12761_000005_000001,0:00:11.680000
3242_67153_000005_000001,0:00:11.680000
6081_41998_000029_000003,0:00:11.680000
5808_48608_000009_000003,0:00:11.670023
7190_90543_000010_000001,0:00:11.670023
5561_41615_000036_000003,0:00:11.670023
3235_28433_000012_000001,0:00:11.670023
40_222_000034_000001,0:00:11.669977
446_123502_000030_000003,0:00:11.669977
8088_284756_000109_000002,0:00:11.669932
8226_274369_000035_000003,0:00:11.660045
4340_15220_000101_000001,0:00:11.660045
1553_140047_000019_000000,0:00:11.660000
7505_258958_000029_000002,0:00:11.660000
3879_174923_000020_000011,0:00:11.660000
3664_178355_000011_000002,0:00:11.660000
3112_9555_000021_000012,0:00:11.660000
1926_147979_000006_000003,0:00:11.660000
3240_131231_000058_000000,0:00:11.660000
4297_13009_000014_000007,0:00:11.660000
5022_29405_000057_000003,0:00:11.660000
460_172359_000066_000003,0:00:11.650068
3982_182255_000069_000002,0:00:11.650068
1088_129236_000019_000001,0:00:11.650068
2893_139322_000005_000004,0:00:11.650023
8324_286682_000034_000000,0:00:11.650023
696_93314_000018_000004,0:00:11.649977
1502_122619_000003_000004,0:00:11.640000
5339_14134_000019_000005,0:00:11.640000
60_121082_000012_000001,0:00:11.640000
201_122255_000008_000000,0:00:11.640000
7447_91187_000017_000004,0:00:11.640000
7367_86737_000119_000010,0:00:11.640000
3857_182315_000018_000003,0:00:11.640000
3664_11714_000020_000004,0:00:11.640000
2196_170379_000011_000001,0:00:11.640000
7505_258958_000019_000000,0:00:11.640000
4406_16883_000029_000008,0:00:11.639955
118_47824_000083_000008,0:00:11.630068
460_172359_000011_000003,0:00:11.630023
3830_12530_000045_000000,0:00:11.630023
3526_176651_000012_000003,0:00:11.630023
7302_86814_000020_000000,0:00:11.630023
3242_67153_000010_000001,0:00:11.630023
2893_139322_000008_000002,0:00:11.630023
302_123516_000005_000000,0:00:11.630023
3235_28452_000003_000002,0:00:11.630023
2002_139469_000014_000000,0:00:11.630023
233_155990_000017_000004,0:00:11.620000
460_172359_000004_000001,0:00:11.620000
200_124139_000021_000000,0:00:11.620000
6563_285357_000009_000003,0:00:11.620000
831_130746_000037_000001,0:00:11.620000
2952_410_000007_000001,0:00:11.620000
4267_72637_000036_000000,0:00:11.620000
1355_39947_000016_000004,0:00:11.610113
6081_41998_000003_000001,0:00:11.610023
7511_102419_000020_000001,0:00:11.610023
6531_61334_000044_000000,0:00:11.610023
6415_116629_000017_000009,0:00:11.610023
40_222_000041_000004,0:00:11.610023
1183_133256_000071_000002,0:00:11.609977
446_123501_000032_000000,0:00:11.600000
4214_7146_000060_000002,0:00:11.600000
2910_131096_000013_000000,0:00:11.600000
78_368_000016_000003,0:00:11.600000
8419_293469_000008_000001,0:00:11.600000
6181_216552_000078_000000,0:00:11.600000
6064_300880_000001_000000,0:00:11.600000
40_121026_000215_000002,0:00:11.599864
6019_3185_000023_000001,0:00:11.590113
6531_61334_000019_000000,0:00:11.590068
8468_286673_000021_000000,0:00:11.590023
1502_122619_000002_000004,0:00:11.590023
2196_170151_000008_000002,0:00:11.590023
1246_124548_000008_000002,0:00:11.590023
4297_13009_000014_000001,0:00:11.590023
2817_142371_000033_000001,0:00:11.590023
6454_107462_000024_000003,0:00:11.589977
1355_39947_000009_000002,0:00:11.580091
7078_271888_000061_000000,0:00:11.580045
2910_131096_000024_000002,0:00:11.580000
1841_179183_000020_000002,0:00:11.580000
1841_179183_000017_000003,0:00:11.580000
4297_13009_000003_000003,0:00:11.580000
196_122150_000009_000003,0:00:11.579955
5678_43302_000075_000005,0:00:11.570068
1624_168623_000021_000002,0:00:11.570068
7312_92432_000006_000000,0:00:11.570023
1841_179183_000012_000001,0:00:11.570023
2416_152139_000016_000000,0:00:11.570023
8975_270782_000009_000003,0:00:11.570023
8629_261139_000026_000000,0:00:11.570023
730_359_000007_000000,0:00:11.570023
4397_15668_000009_000004,0:00:11.570023
6209_34601_000097_000000,0:00:11.560091
6385_34669_000029_000000,0:00:11.560000
3857_180923_000005_000000,0:00:11.560000
60_121082_000005_000005,0:00:11.560000
7402_90848_000001_000000,0:00:11.560000
7447_91187_000006_000004,0:00:11.560000
4340_15220_000068_000000,0:00:11.560000
4340_15220_000043_000001,0:00:11.560000
2843_152918_000001_000001,0:00:11.560000
233_155990_000004_000002,0:00:11.560000
1355_39947_000002_000002,0:00:11.560000
7447_91187_000013_000000,0:00:11.560000
5393_19218_000032_000000,0:00:11.550113
2416_152139_000089_000005,0:00:11.550068
3664_11714_000016_000000,0:00:11.550023
8324_286681_000014_000000,0:00:11.550023
7226_86965_000003_000001,0:00:11.550023
6836_76549_000002_000006,0:00:11.550023
6147_34607_000005_000003,0:00:11.550023
3879_173592_000010_000002,0:00:11.550023
8770_295462_000056_000000,0:00:11.540045
4898_28461_000021_000003,0:00:11.540045
4788_91208_000008_000006,0:00:11.540000
8095_274345_000033_000002,0:00:11.540000
5393_19219_000043_000010,0:00:11.540000
7302_86814_000065_000003,0:00:11.530068
3259_158083_000090_000000,0:00:11.530068
5322_7679_000009_000006,0:00:11.530023
2843_152918_000000_000003,0:00:11.530023
2136_5140_000005_000003,0:00:11.530023
7226_86964_000005_000000,0:00:11.530023
1334_135589_000071_000001,0:00:11.520045
40_222_000018_000000,0:00:11.520000
6880_216547_000010_000000,0:00:11.520000
3240_131232_000054_000000,0:00:11.520000
7794_295955_000002_000020,0:00:11.510023
6209_34599_000013_000005,0:00:11.510023
2911_15084_000010_000000,0:00:11.510023
4680_16041_000029_000000,0:00:11.510023
3374_298026_000002_000004,0:00:11.510023
5339_14133_000007_000002,0:00:11.510023
200_126784_000009_000000,0:00:11.510023
2196_170379_000008_000000,0:00:11.510023
730_360_000005_000003,0:00:11.510023
7447_91187_000008_000004,0:00:11.510023
60_121082_000005_000007,0:00:11.510023
4267_72637_000009_000000,0:00:11.510023
374_180298_000022_000000,0:00:11.510023
7226_86965_000002_000005,0:00:11.510023
2136_5147_000057_000000,0:00:11.509932
8088_284756_000078_000003,0:00:11.500000
4088_158079_000142_000001,0:00:11.500000
405_130895_000055_000000,0:00:11.500000
374_180298_000027_000000,0:00:11.500000
3242_67153_000016_000007,0:00:11.500000
8770_295463_000010_000003,0:00:11.500000
5750_100289_000017_000005,0:00:11.500000
3664_178366_000019_000011,0:00:11.500000
5322_7679_000002_000007,0:00:11.500000
587_54108_000073_000000,0:00:11.500000
7447_91187_000014_000000,0:00:11.500000
7067_76048_000075_000006,0:00:11.490023
8098_275181_000037_000000,0:00:11.490023
3830_12530_000056_000002,0:00:11.490023
2817_142380_000006_000000,0:00:11.490023
1992_141719_000016_000007,0:00:11.490023
40_121026_000178_000000,0:00:11.490023
3240_131232_000070_000000,0:00:11.480091
8123_275216_000051_000001,0:00:11.480045
8238_274553_000011_000001,0:00:11.480045
4340_15220_000023_000000,0:00:11.480000
8312_279791_000056_000000,0:00:11.480000
3664_178366_000011_000001,0:00:11.480000
4362_15663_000036_000008,0:00:11.480000
6454_93938_000015_000003,0:00:11.480000
233_155990_000028_000013,0:00:11.480000
8324_286681_000033_000000,0:00:11.480000
2416_152139_000070_000001,0:00:11.470113
7780_274562_000011_000008,0:00:11.470023
6019_3185_000029_000001,0:00:11.470023
2514_149482_000008_000002,0:00:11.470023
8123_275216_000052_000002,0:00:11.470023
4788_94904_000002_000002,0:00:11.470023
446_123502_000012_000001,0:00:11.470023
6437_66173_000011_000002,0:00:11.470023
1841_179183_000018_000006,0:00:11.470023
3235_28433_000012_000000,0:00:11.470023
4051_11218_000021_000003,0:00:11.470023
1898_145715_000013_000000,0:00:11.470023
4018_103416_000030_000000,0:00:11.470023
1926_143879_000008_000003,0:00:11.470023
4680_16042_000022_000000,0:00:11.470023
7505_258958_000019_000006,0:00:11.469977
412_126975_000057_000002,0:00:11.469977
7402_59171_000018_000001,0:00:11.460045
2002_139469_000022_000002,0:00:11.460000
6476_96661_000005_000004,0:00:11.460000
8324_286682_000011_000002,0:00:11.460000
196_122152_000001_000002,0:00:11.460000
7859_102519_000003_000001,0:00:11.460000
446_123501_000034_000001,0:00:11.460000
4406_16883_000005_000006,0:00:11.460000
2416_152137_000053_000005,0:00:11.450113
7447_91186_000026_000002,0:00:11.450113
6078_54013_000030_000004,0:00:11.450068
3240_131231_000064_000002,0:00:11.450068
8108_274318_000005_000001,0:00:11.450023
8468_294887_000019_000003,0:00:11.450023
2391_145015_000023_000000,0:00:11.450023
4680_16026_000114_000000,0:00:11.450023
4830_25898_000019_000000,0:00:11.450023
201_122255_000016_000002,0:00:11.450023
6818_68772_000026_000000,0:00:11.440000
6454_93938_000031_000000,0:00:11.440000
2196_170151_000004_000002,0:00:11.440000
3242_67168_000004_000002,0:00:11.440000
3214_167606_000019_000002,0:00:11.440000
6078_54013_000002_000000,0:00:11.440000
2092_145706_000004_000001,0:00:11.440000
4160_11549_000036_000002,0:00:11.440000
6531_61334_000016_000005,0:00:11.440000
7302_86814_000007_000000,0:00:11.440000
7312_92432_000004_000000,0:00:11.440000
1263_139804_000006_000000,0:00:11.430023
5322_7680_000055_000004,0:00:11.430023
26_495_000039_000000,0:00:11.420045
6019_3185_000024_000002,0:00:11.420045
412_126975_000058_000002,0:00:11.420045
4362_15663_000024_000005,0:00:11.420045
3259_158083_000107_000004,0:00:11.420045
1737_146161_000007_000000,0:00:11.420000
3879_173592_000007_000007,0:00:11.420000
3830_12535_000008_000001,0:00:11.420000
3830_12531_000011_000001,0:00:11.420000
6454_120342_000012_000001,0:00:11.420000
8838_298546_000001_000002,0:00:11.420000
7059_88364_000013_000000,0:00:11.420000
7511_102419_000027_000005,0:00:11.410068
7447_91186_000004_000005,0:00:11.410023
1263_141777_000004_000003,0:00:11.410023
